/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,273510,906724,1179367,165,0.001,unique,23.17,98.75,|('learning_rate', 0)|, 0
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,345110,835124,1179369,165,0.001,unique,29.24,91.2,|('learning_rate', 0.001)|, 0.001
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,346418,833816,1179370,165,0.001,unique,29.35,91.34,|('learning_rate', 0.002)|, 0.002
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,347555,832679,1179369,165,0.001,unique,29.45,91.02,|('learning_rate', 0.003)|, 0.003
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,348289,831945,1179371,165,0.001,unique,29.51,91.43,|('learning_rate', 0.004)|, 0.004
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,348156,832078,1179373,165,0.001,unique,29.5,93.7,|('learning_rate', 0.005)|, 0.005
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,348053,832181,1179371,165,0.001,unique,29.49,93.69,|('learning_rate', 0.006)|, 0.006
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,348797,831437,1179373,165,0.001,unique,29.55,93.57,|('learning_rate', 0.007)|, 0.007
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,349311,830923,1179372,165,0.001,unique,29.6,93.73,|('learning_rate', 0.008)|, 0.008
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,348457,831777,1179369,165,0.001,unique,29.52,97.49,|('learning_rate', 0.009)|, 0.009
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,349868,830366,1179373,165,0.001,unique,29.64,93.55,|('learning_rate', 0.01)|, 0.01
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,350686,829548,1179374,165,0.001,unique,29.71,96.39,|('learning_rate', 0.02)|, 0.02
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,350441,829793,1179371,165,0.001,unique,29.69,93.32,|('learning_rate', 0.03)|, 0.03
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,349130,831104,1179373,165,0.001,unique,29.58,93.32,|('learning_rate', 0.04)|, 0.04
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,349741,830493,1179370,165,0.001,unique,29.63,96.97,|('learning_rate', 0.05)|, 0.05
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,350025,830209,1179372,165,0.001,unique,29.66,93.44,|('learning_rate', 0.06)|, 0.06
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,348795,831439,1179371,165,0.001,unique,29.55,93.32,|('learning_rate', 0.07)|, 0.07
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,348698,831536,1179374,165,0.001,unique,29.54,97.28,|('learning_rate', 0.08)|, 0.08
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,348633,831601,1179370,165,0.001,unique,29.54,93.38,|('learning_rate', 0.09)|, 0.09
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,348695,831539,1179377,165,0.001,unique,29.54,96.89,|('learning_rate', 0.1)|, 0.1
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,343337,836897,1179377,165,0.001,unique,29.09,93.7,|('learning_rate', 0.2)|, 0.2
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,338669,841565,1179380,165,0.001,unique,28.7,96.76,|('learning_rate', 0.3)|, 0.3
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,335618,844616,1179383,165,0.001,unique,28.44,93.47,|('learning_rate', 0.4)|, 0.4
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,331868,848366,1179379,165,0.001,unique,28.12,93.29,|('learning_rate', 0.5)|, 0.5
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,327727,852507,1179372,165,0.001,unique,27.77,93.39,|('learning_rate', 0.6)|, 0.6
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,325125,855109,1179371,165,0.001,unique,27.55,91.39,|('learning_rate', 0.7)|, 0.7
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,324021,856213,1179367,165,0.001,unique,27.45,91.28,|('learning_rate', 0.8)|, 0.8
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,322665,857569,1179367,165,0.001,unique,27.34,91.97,|('learning_rate', 0.9)|, 0.9
/scratch/CloudCache/webserver-2012-11-01-1.blk,visa,lecar,319237,860997,1179369,165,0.001,unique,27.05,93.62,|('learning_rate', 1)|, 1
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,267529,779014,1045577,169,0.001,unique,25.56,79.04,|('learning_rate', 0)|, 0
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,301051,745492,1045578,169,0.001,unique,28.77,79.76,|('learning_rate', 0.001)|, 0.001
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,303022,743521,1045579,169,0.001,unique,28.95,83.91,|('learning_rate', 0.002)|, 0.002
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,302338,744205,1045578,169,0.001,unique,28.89,80.72,|('learning_rate', 0.003)|, 0.003
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,301481,745062,1045579,169,0.001,unique,28.81,80.24,|('learning_rate', 0.004)|, 0.004
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,301908,744635,1045580,169,0.001,unique,28.85,80.11,|('learning_rate', 0.005)|, 0.005
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,300782,745761,1045579,169,0.001,unique,28.74,80.1,|('learning_rate', 0.006)|, 0.006
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,301173,745370,1045579,169,0.001,unique,28.78,80.12,|('learning_rate', 0.007)|, 0.007
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,300937,745606,1045579,169,0.001,unique,28.76,80.14,|('learning_rate', 0.008)|, 0.008
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,300357,746186,1045579,169,0.001,unique,28.7,81.98,|('learning_rate', 0.009)|, 0.009
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,301103,745440,1045580,169,0.001,unique,28.77,82.25,|('learning_rate', 0.01)|, 0.01
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,300551,745992,1045580,169,0.001,unique,28.72,84.92,|('learning_rate', 0.02)|, 0.02
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,300371,746172,1045584,169,0.001,unique,28.7,82.01,|('learning_rate', 0.03)|, 0.03
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,299381,747162,1045582,169,0.001,unique,28.61,82.6,|('learning_rate', 0.04)|, 0.04
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,299099,747444,1045583,169,0.001,unique,28.58,81.88,|('learning_rate', 0.05)|, 0.05
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,297701,748842,1045581,169,0.001,unique,28.45,81.6,|('learning_rate', 0.06)|, 0.06
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,296724,749819,1045580,169,0.001,unique,28.35,82.39,|('learning_rate', 0.07)|, 0.07
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,297685,748858,1045581,169,0.001,unique,28.44,82.4,|('learning_rate', 0.08)|, 0.08
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,297115,749428,1045585,169,0.001,unique,28.39,82.11,|('learning_rate', 0.09)|, 0.09
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,296998,749545,1045582,169,0.001,unique,28.38,82.28,|('learning_rate', 0.1)|, 0.1
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,294833,751710,1045582,169,0.001,unique,28.17,82.24,|('learning_rate', 0.2)|, 0.2
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,290892,755651,1045577,169,0.001,unique,27.8,81.83,|('learning_rate', 0.3)|, 0.3
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,288651,757892,1045581,169,0.001,unique,27.58,81.46,|('learning_rate', 0.4)|, 0.4
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,288471,758072,1045581,169,0.001,unique,27.56,81.74,|('learning_rate', 0.5)|, 0.5
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,287150,759393,1045580,169,0.001,unique,27.44,81.37,|('learning_rate', 0.6)|, 0.6
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,287211,759332,1045581,169,0.001,unique,27.44,81.28,|('learning_rate', 0.7)|, 0.7
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,286869,759674,1045580,169,0.001,unique,27.41,84.66,|('learning_rate', 0.8)|, 0.8
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,285703,760840,1045578,169,0.001,unique,27.3,81.63,|('learning_rate', 0.9)|, 0.9
/scratch/CloudCache/webserver-2012-11-15-1.blk,visa,lecar,285229,761314,1045582,169,0.001,unique,27.25,88.15,|('learning_rate', 1)|, 1