/scratch/CloudVPS/vps26020-1.blk,visa,lecar,30360,897155,926867,69,0.001,unique,3.27,72.05,|('learning_rate', 0)|, 0
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,34108,893407,926803,69,0.001,unique,3.68,72.37,|('learning_rate', 0.001)|, 0.001
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,35365,892150,926792,69,0.001,unique,3.81,73.15,|('learning_rate', 0.002)|, 0.002
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,35952,891563,926748,69,0.001,unique,3.88,71.71,|('learning_rate', 0.003)|, 0.003
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36271,891244,926752,69,0.001,unique,3.91,71.34,|('learning_rate', 0.004)|, 0.004
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36548,890967,926755,69,0.001,unique,3.94,71.98,|('learning_rate', 0.005)|, 0.005
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36656,890859,926776,69,0.001,unique,3.95,73.15,|('learning_rate', 0.006)|, 0.006
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36751,890764,926768,69,0.001,unique,3.96,76.14,|('learning_rate', 0.007)|, 0.007
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36732,890783,926755,69,0.001,unique,3.96,76.07,|('learning_rate', 0.008)|, 0.008
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36737,890778,926747,69,0.001,unique,3.96,70.68,|('learning_rate', 0.009)|, 0.009
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36857,890658,926765,69,0.001,unique,3.97,71.08,|('learning_rate', 0.01)|, 0.01
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,37070,890445,926765,69,0.001,unique,4,71.04,|('learning_rate', 0.02)|, 0.02
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36841,890674,926743,69,0.001,unique,3.97,71.39,|('learning_rate', 0.03)|, 0.03
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,37052,890463,926721,69,0.001,unique,3.99,70.83,|('learning_rate', 0.04)|, 0.04
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,37052,890463,926726,69,0.001,unique,3.99,71.32,|('learning_rate', 0.05)|, 0.05
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,37209,890306,926727,69,0.001,unique,4.01,70.82,|('learning_rate', 0.06)|, 0.06
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,37132,890383,926718,69,0.001,unique,4,71.53,|('learning_rate', 0.07)|, 0.07
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,37072,890443,926714,69,0.001,unique,4,70.83,|('learning_rate', 0.08)|, 0.08
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,37187,890328,926707,69,0.001,unique,4.01,75.35,|('learning_rate', 0.09)|, 0.09
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36981,890534,926728,69,0.001,unique,3.99,73.98,|('learning_rate', 0.1)|, 0.1
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36848,890667,926699,69,0.001,unique,3.97,71.28,|('learning_rate', 0.2)|, 0.2
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,37260,890255,926682,69,0.001,unique,4.02,70.96,|('learning_rate', 0.3)|, 0.3
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36742,890773,926671,69,0.001,unique,3.96,71.48,|('learning_rate', 0.4)|, 0.4
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36180,891335,926652,69,0.001,unique,3.9,71.13,|('learning_rate', 0.5)|, 0.5
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36462,891053,926660,69,0.001,unique,3.93,71.68,|('learning_rate', 0.6)|, 0.6
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36171,891344,926659,69,0.001,unique,3.9,70.97,|('learning_rate', 0.7)|, 0.7
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36909,890606,926619,69,0.001,unique,3.98,71.47,|('learning_rate', 0.8)|, 0.8
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36762,890753,926688,69,0.001,unique,3.96,71.14,|('learning_rate', 0.9)|, 0.9
/scratch/CloudVPS/vps26020-1.blk,visa,lecar,36348,891167,926574,69,0.001,unique,3.92,71.99,|('learning_rate', 1)|, 1